Anonymous Customer ID,Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Churn,Customer Value
902,0,0,38,0,0,0,0,0,2,1,2,0,0
903,4,0,36,0,1743,49,334,24,2,1,1,0,228.735
904,4,0,37,0,3488,55,0,35,1,1,1,0,209.28
905,0,0,37,0,1683,47,0,33,1,1,1,0,100.98
906,5,0,37,0,3065,71,7,28,3,1,1,0,94.05
907,0,0,37,0,1650,28,260,18,3,1,1,0,127.5
908,7,0,36,1,8405,110,119,43,3,1,1,0,287.85
909,1,0,37,0,13063,158,0,44,3,1,1,0,391.89
910,1,0,37,0,3805,72,0,25,3,1,1,0,114.15
911,0,0,37,0,5208,84,0,12,2,1,1,0,234.36
912,3,0,37,0,1528,43,0,17,3,1,2,0,45.84
913,19,0,37,2,14430,214,29,32,3,1,1,0,441.6
914,0,0,37,0,2385,16,458,8,3,1,1,0,208.95
915,3,0,36,0,14775,171,125,30,2,1,1,0,721.125
916,0,0,36,0,5790,75,161,26,3,1,1,0,222
917,0,0,36,0,165,3,0,11,2,1,2,0,7.425
918,0,0,37,0,0,0,0,0,2,1,2,0,0
919,0,0,36,0,0,0,0,0,2,1,2,1,0
920,0,0,36,0,6798,116,359,43,2,1,1,0,467.46
921,1,0,36,0,10755,143,0,47,3,1,1,0,322.65
922,2,0,36,0,6008,64,83,37,2,1,1,0,307.71
923,17,0,32,0,245,36,0,17,2,1,2,1,11.025
924,15,0,35,7,9725,82,0,42,4,1,1,0,145.875
925,7,0,35,0,5108,87,1,24,2,1,1,1,230.31
926,0,0,33,0,2130,11,0,14,3,1,1,0,63.9
927,3,1,34,0,2280,30,0,16,2,1,2,1,102.6
928,3,0,35,0,1558,33,9,31,3,1,2,1,49.44
929,0,0,35,0,0,0,0,0,3,1,2,1,0
930,0,0,35,0,958,14,0,6,3,1,1,0,28.74
931,0,0,32,0,6075,86,0,22,4,1,1,0,91.125
932,0,0,35,0,0,0,0,0,4,1,2,1,0
933,0,0,35,0,0,0,0,0,5,1,1,0,0
934,19,0,30,2,15365,227,0,80,2,1,1,0,691.425
935,0,0,33,2,6255,105,246,33,2,2,1,0,392.175
936,0,0,35,0,3008,71,0,28,2,1,1,0,135.36
937,0,0,34,0,955,33,13,20,3,1,2,0,32.55
938,0,0,35,0,2070,42,150,23,2,1,1,0,160.65
939,0,0,26,0,605,25,168,11,2,2,1,0,102.825
940,0,0,25,0,858,28,5,68,4,1,1,0,13.62
941,0,0,26,0,0,0,0,0,2,1,2,0,0
942,0,0,25,0,0,0,0,0,4,1,2,0,0
943,4,0,24,0,515,21,0,13,2,1,1,0,23.175
944,0,0,24,0,2515,50,0,23,3,1,1,0,75.45
945,0,0,17,0,985,15,3,14,2,1,1,0,45.675
946,10,0,16,0,5682,130,60,42,1,2,1,0,376.92
947,6,0,14,0,8222,160,48,40,4,1,1,0,130.53
948,2,0,15,2,2142,34,6,19,3,1,1,0,66.06
949,0,0,8,0,3680,29,190,10,3,1,1,0,167.4
950,0,0,8,0,777,8,0,7,3,1,1,1,23.31
951,8,0,38,0,4370,71,5,17,3,1,1,0,132.6
952,0,0,39,0,318,5,7,4,2,1,2,0,17.46
953,10,0,37,0,2453,60,359,24,3,1,1,0,181.29
954,10,0,38,0,4198,66,1,35,1,1,1,0,252.48
955,3,0,38,0,2393,58,2,33,1,1,1,0,144.78
956,11,0,38,1,3775,82,32,28,3,1,1,0,122.85
957,4,0,38,0,2360,39,285,18,3,1,1,0,156.3
958,13,0,37,2,9115,121,144,43,3,1,1,0,316.65
959,7,0,38,0,13773,169,0,44,3,1,1,0,413.19
960,7,0,38,1,4515,83,2,25,3,1,1,0,136.05
961,6,0,38,0,5918,95,7,12,3,1,1,0,179.64
962,9,1,38,0,2238,54,8,17,3,1,2,0,69.54
963,25,0,38,3,15140,225,54,32,3,1,1,0,470.4
964,4,0,38,1,3095,27,483,8,3,1,1,0,237.75
965,9,0,37,0,15485,182,150,30,2,1,1,0,764.325
966,3,0,37,1,6500,86,186,26,3,1,1,0,250.8
967,0,0,37,0,875,14,0,11,2,1,2,0,39.375
968,2,0,38,0,710,14,13,8,3,1,2,0,25.2
969,0,0,37,0,0,0,0,0,2,1,2,1,0
970,3,0,37,0,7508,127,384,43,2,1,1,0,510.66
971,7,0,37,1,11465,154,11,47,4,1,1,0,173.625
972,8,0,37,1,6718,75,108,37,2,1,1,0,350.91
973,23,0,33,0,955,47,16,17,2,1,2,1,50.175
974,21,1,36,8,10435,93,1,42,5,1,1,0,52.225
975,13,0,36,1,5818,98,26,24,2,1,1,1,273.51
976,1,0,34,0,2840,22,0,14,3,1,1,0,85.2
977,9,1,35,0,2990,41,9,16,3,1,2,1,92.4
978,9,0,36,0,2268,44,34,31,3,1,2,1,78.24
979,0,0,36,0,133,2,0,2,3,1,2,1,3.99
980,1,0,36,0,1668,25,0,6,3,1,1,0,50.04
981,3,0,33,1,6785,97,14,22,5,1,1,0,34.625
982,0,0,36,0,628,7,9,4,4,1,2,1,10.77
983,0,0,36,1,338,4,4,2,5,1,1,0,1.89
984,25,0,31,3,16075,238,0,80,2,1,1,0,723.375
985,6,0,34,3,6965,116,271,33,2,2,1,0,435.375
986,2,0,36,0,3718,82,2,28,2,1,1,0,168.21
987,3,0,35,0,1665,44,38,20,3,1,2,0,61.35
988,6,0,36,0,2780,53,175,23,2,1,1,0,203.85
989,4,1,27,1,1315,36,193,11,2,2,1,1,146.025
990,4,0,26,0,1568,39,30,68,4,1,1,0,28.02
991,11,0,27,0,700,25,10,7,2,1,2,0,36
992,0,0,26,0,825,10,21,3,4,1,2,0,15.525
993,10,0,25,0,1225,32,19,13,2,1,1,0,63.675
994,2,0,25,0,3225,61,8,23,3,1,1,0,99.15
995,2,0,18,0,1695,26,28,14,2,1,1,0,88.875
996,16,0,17,1,6392,141,85,42,2,2,1,0,325.89
997,12,0,15,0,8932,171,73,40,4,1,1,0,144.93
998,8,0,16,3,2852,45,31,19,3,1,1,0,94.86
999,2,0,9,1,4390,40,215,10,3,1,1,0,196.2
1000,3,0,9,1,1487,19,0,7,3,1,1,1,44.61
1001,8,0,38,0,4370,71,5,17,3,1,1,0,132.6
1002,0,0,39,0,318,5,7,4,2,1,2,0,17.46
1003,10,0,37,0,2453,60,359,24,3,1,1,0,181.29
1004,10,0,38,0,4198,66,1,35,1,1,1,0,252.48
1005,3,0,38,0,2393,58,2,33,1,1,1,0,144.78
1006,11,0,38,1,3775,82,32,28,3,1,1,0,122.85
1007,4,0,38,0,2360,39,285,18,3,1,1,0,156.3
1008,13,0,37,2,9115,121,144,43,3,1,1,0,316.65
1009,7,0,38,0,13773,169,0,44,3,1,1,0,413.19
1010,7,0,38,1,4515,83,2,25,3,1,1,0,136.05
1011,6,0,38,0,5918,95,7,12,3,1,1,0,179.64
1012,9,1,38,0,2238,54,8,17,3,1,2,0,69.54
1013,25,0,38,3,15140,225,54,32,3,1,1,0,470.4
1014,4,0,38,1,3095,27,483,8,3,1,1,0,237.75
1015,9,0,37,0,15485,182,150,30,2,1,1,0,764.325
1016,3,0,37,1,6500,86,186,26,3,1,1,0,250.8
1017,0,0,37,0,875,14,0,11,2,1,2,0,39.375
1018,2,0,38,0,710,14,13,8,3,1,2,0,25.2
1019,0,0,37,0,0,0,0,0,2,1,2,1,0
1020,3,0,37,0,7508,127,384,43,2,1,1,0,510.66
1021,7,0,37,1,11465,154,11,47,4,1,1,0,173.625
1022,8,0,37,1,6718,75,108,37,2,1,1,0,350.91
1023,23,1,33,0,955,47,16,17,2,1,2,1,50.175
1024,21,0,36,8,10435,93,1,42,5,1,1,0,52.225
1025,13,1,36,1,5818,98,26,24,2,1,1,1,273.51
1026,1,0,34,0,2840,22,0,14,3,1,1,0,85.2
1027,9,0,35,0,2990,41,9,16,3,1,2,1,92.4
1028,9,0,36,0,2268,44,34,31,3,1,2,1,78.24
1029,0,0,36,0,133,2,0,2,3,1,2,1,3.99
1030,1,0,36,0,1668,25,0,6,3,1,1,0,50.04
1031,3,0,33,1,6785,97,14,22,5,1,1,0,34.625
1032,0,0,36,0,628,7,9,4,4,1,2,1,10.77
1033,0,0,36,1,338,4,4,2,5,1,1,0,1.89
1034,25,1,31,3,16075,238,0,80,2,1,1,0,723.375
1035,6,0,34,3,6965,116,271,33,2,2,1,0,435.375
1036,2,0,36,0,3718,82,2,28,2,1,1,0,168.21
1037,3,0,35,0,1665,44,38,20,3,1,2,0,61.35
1038,6,0,36,0,2780,53,175,23,2,1,1,0,203.85
1039,4,0,27,1,1315,36,193,11,2,2,1,0,146.025
1040,4,0,26,0,1568,39,30,68,4,1,1,0,28.02
1041,11,0,27,0,700,25,10,7,2,1,2,0,36
1042,0,0,26,0,825,10,21,3,4,1,2,0,15.525
1043,10,0,25,0,1225,32,19,13,2,1,1,0,63.675
1044,2,0,25,0,3225,61,8,23,3,1,1,0,99.15
1045,2,0,18,0,1695,26,28,14,2,1,1,0,88.875
1046,16,0,17,1,6392,141,85,42,2,2,1,0,325.89
1047,12,0,15,0,8932,171,73,40,4,1,1,0,144.93
1048,8,0,16,3,2852,45,31,19,3,1,1,0,94.86
1049,2,0,9,1,4390,40,215,10,3,1,1,0,196.2
1050,3,1,9,1,1487,19,0,7,3,1,1,1,44.61
1051,3,0,36,0,4065,65,0,15,2,1,1,0,182.925
1052,0,0,37,0,0,0,0,0,2,1,2,0,0
1053,5,0,35,0,2148,54,352,22,2,1,1,0,255.06
1054,5,0,36,0,3893,60,0,33,1,1,1,0,233.58
1055,0,0,36,0,2088,52,0,31,1,1,1,0,125.28
1056,6,0,36,0,3470,76,25,26,2,1,1,0,167.4
1057,0,0,36,0,2055,33,278,16,3,1,1,0,145.05
1058,8,0,35,1,8810,115,137,41,3,1,1,0,305.4
1059,2,0,36,0,13468,163,0,42,3,1,1,0,404.04
1060,2,0,36,0,4210,77,0,23,3,1,1,0,126.3
1061,1,0,36,0,5613,89,0,10,2,1,1,0,252.585
1062,4,0,36,0,1933,48,1,15,3,1,2,0,58.29
1063,20,0,36,2,14835,219,47,30,3,1,1,0,459.15
1064,0,0,36,0,2790,21,476,6,3,1,1,0,226.5
1065,4,0,35,0,15180,176,143,28,2,1,1,0,747.45
1066,0,0,35,0,6195,80,179,24,3,1,1,0,239.55
1067,0,0,35,0,570,8,0,9,2,1,2,0,25.65
1068,0,0,36,0,405,8,6,6,2,1,2,0,20.925
1069,0,0,35,0,0,0,0,0,2,1,2,1,0
1070,0,0,35,0,7203,121,377,41,2,1,1,0,493.785
1071,2,0,35,0,11160,148,4,45,3,1,1,0,336
1072,3,0,35,0,6413,69,101,35,2,1,1,0,334.035
1073,18,0,31,0,650,41,9,15,2,1,2,1,33.3
1074,16,0,34,7,10130,87,0,40,4,1,1,0,151.95
1075,8,1,34,0,5513,92,19,22,2,1,1,1,256.635
1076,0,0,32,0,2535,16,0,12,3,1,1,0,76.05
1077,4,0,33,0,2685,35,2,14,2,1,2,1,121.725
1078,4,0,34,0,1963,38,27,29,3,1,2,1,66.99
1079,0,1,34,0,0,0,0,0,3,1,2,1,0
1080,0,0,34,0,1363,19,0,4,3,1,1,0,40.89
1081,0,0,31,0,6480,91,7,20,4,1,1,0,98.25
1082,0,0,34,0,323,1,2,2,4,1,2,1,5.145
1083,0,0,34,0,0,0,0,0,5,1,1,0,0
1084,20,0,29,2,15770,232,0,78,2,1,1,0,709.65
1085,1,0,32,2,6660,110,264,31,2,2,1,0,418.5
1086,0,0,34,0,3413,76,0,26,2,1,1,0,153.585
1087,0,0,33,0,1360,38,31,18,3,1,2,0,50.1
1088,1,0,34,0,2475,47,168,21,2,1,1,0,186.975
1089,0,1,25,0,1010,30,186,9,2,2,1,1,129.15
1090,0,0,24,0,1263,33,23,66,4,1,1,0,22.395
1091,6,0,25,0,395,19,3,5,2,1,2,0,19.125
1092,0,0,24,0,520,4,14,1,4,1,2,0,9.9
1093,5,0,23,0,920,26,12,11,2,1,1,0,46.8
1094,0,0,23,0,2920,55,1,21,3,1,1,0,87.9
1095,0,0,16,0,1390,20,21,12,2,1,1,0,72
1096,11,0,15,0,6088,135,78,40,1,2,1,0,412.08
1097,7,0,13,0,8628,165,66,38,4,1,1,0,139.32
1098,3,0,14,2,2548,39,24,17,3,1,1,0,83.64
1099,0,0,7,0,4085,34,208,8,3,1,1,0,184.95
1100,0,1,7,0,1183,13,0,5,2,1,2,1,53.235
1101,6,0,38,0,4125,68,3,17,2,1,1,0,186.975
1102,0,0,39,0,73,2,5,4,2,1,1,0,5.535
1103,8,0,37,0,2208,57,357,24,2,1,1,0,260.01
1104,8,0,38,0,3953,63,0,35,1,1,1,0,237.18
1105,1,0,38,0,2148,55,0,33,1,1,1,0,128.88
1106,9,0,38,1,3530,79,30,28,3,1,1,0,114.9
1107,2,0,38,0,2115,36,283,18,3,1,1,0,148.35
1108,11,0,37,2,8870,118,142,43,3,1,1,0,308.7
1109,5,0,38,0,13528,166,0,44,3,1,1,0,405.84
1110,5,0,38,1,4270,80,0,25,3,1,1,0,128.1
1111,4,0,38,0,5673,92,5,12,2,1,1,0,257.535
1112,7,0,38,0,1993,51,6,17,3,1,1,0,61.59
1113,23,0,38,3,14895,222,52,32,3,1,1,0,462.45
1114,2,0,38,1,2850,24,481,8,3,1,1,0,229.8
1115,7,0,37,0,15240,179,148,30,2,1,1,0,752.4
1116,1,0,37,1,6255,83,184,26,3,1,1,0,242.85
1117,0,0,37,0,630,11,0,11,2,1,1,0,28.35
1118,0,0,38,0,465,11,11,8,2,1,1,0,25.875
1119,0,0,37,0,0,0,0,0,2,1,1,1,0
1120,1,0,37,0,7263,124,382,43,2,1,1,0,498.735
1121,5,0,37,1,11220,151,9,47,3,1,1,0,339.3
1122,6,0,37,1,6473,72,106,37,2,1,1,0,338.985
1123,21,1,33,0,710,44,14,17,2,1,1,1,38.25
1124,19,0,36,8,10190,90,0,42,4,1,1,0,152.85
1125,11,1,36,1,5573,95,24,24,2,1,1,1,261.585
1126,0,0,34,0,2595,19,0,14,3,1,1,0,77.85
1127,7,0,35,0,2745,38,7,16,3,1,1,1,84.45
1128,7,1,36,0,2023,41,32,31,3,1,1,1,70.29
1129,0,0,36,0,0,0,0,0,3,1,1,1,0
1130,0,0,36,0,1423,22,0,6,3,1,1,0,42.69
1131,1,0,33,1,6540,94,12,22,4,1,1,0,99.9
1132,0,0,36,0,383,4,7,4,4,1,1,1,6.795
1133,0,0,36,1,93,1,2,2,5,1,1,0,0.565
1134,23,0,31,3,15830,235,0,80,2,1,1,0,712.35
1135,4,0,34,3,6720,113,269,33,2,2,1,0,423.45
1136,0,0,36,0,3473,79,0,28,2,1,1,0,156.285
1137,1,0,35,0,1420,41,36,20,3,1,1,0,53.4
1138,4,0,36,0,2535,50,173,23,2,1,1,0,191.925
1139,2,1,27,1,1070,33,191,11,2,2,1,0,134.1
1140,2,0,26,0,1323,36,28,68,4,1,1,0,24.045
1141,9,0,27,0,455,22,8,7,2,1,1,0,24.075
1142,0,0,26,0,580,7,19,3,4,1,1,0,11.55
1143,8,0,25,0,980,29,17,13,2,1,1,0,51.75
1144,0,0,25,0,2980,58,6,23,3,1,1,0,91.2
1145,0,0,18,0,1450,23,26,14,2,1,1,0,76.95
1146,14,1,17,1,6148,138,83,42,1,2,1,0,418.68
1147,10,0,15,0,8688,168,71,40,4,1,1,0,140.97
1148,6,0,16,3,2608,42,29,19,3,1,1,0,86.94
1149,0,0,9,1,4145,37,213,10,3,1,1,0,188.25
1150,1,1,9,1,1243,16,0,7,3,1,1,1,37.29
1151,0,0,34,0,4005,62,0,13,2,1,1,0,180.225
1152,0,0,35,0,0,0,0,0,2,1,2,0,0
1153,2,0,33,0,2088,51,347,20,2,1,1,0,250.11
1154,2,0,34,0,3833,57,0,31,2,1,1,0,172.485
1155,0,0,34,0,2028,49,0,29,1,1,1,0,121.68
1156,3,0,34,0,3410,73,20,24,2,1,1,0,162.45
1157,0,0,34,0,1995,30,273,14,3,1,1,0,141.75
1158,5,0,33,0,8750,112,132,39,3,1,1,0,302.1
1159,0,0,34,0,13408,160,0,40,3,1,1,0,402.24
1160,0,0,34,0,4150,74,0,21,3,1,1,0,124.5
1161,0,0,34,0,5553,86,0,8,2,1,1,0,249.885
1162,1,0,34,0,1873,45,0,13,3,1,2,0,56.19
1163,17,0,34,1,14775,216,42,28,2,1,1,0,683.775
1164,0,0,34,0,2730,18,471,4,3,1,1,0,223.2
1165,1,0,33,0,15120,173,138,26,2,1,1,0,742.5
1166,0,0,33,0,6135,77,174,22,3,1,1,0,236.25
1167,0,0,33,0,510,5,0,7,2,1,2,0,22.95
1168,0,0,34,0,345,5,1,4,2,1,2,0,15.975
1169,0,0,33,0,0,0,0,0,2,1,2,1,0
1170,0,0,33,0,7143,118,372,39,2,1,1,0,488.835
1171,0,0,33,0,11100,145,0,43,3,1,1,0,333
1172,0,0,33,0,6353,66,96,33,2,1,1,0,329.085
1173,15,0,29,0,590,38,4,13,2,1,2,1,28.35
1174,13,0,32,6,10070,84,0,38,4,1,1,0,151.05
1175,5,1,32,0,5453,89,14,20,2,1,1,1,251.685
1176,0,0,30,0,2475,13,0,10,3,1,1,0,74.25
1177,1,1,31,0,2625,32,0,12,2,1,2,1,118.125
1178,1,0,32,0,1903,35,22,27,3,1,2,1,63.69
1179,0,1,32,0,0,0,0,0,2,1,2,1,0
1180,0,0,32,0,1303,16,0,2,3,1,1,0,39.09
1181,0,0,29,0,6420,88,2,18,4,1,1,0,96.6
1182,0,0,32,0,263,1,0,1,3,1,2,1,7.89
1183,0,0,32,0,0,0,0,0,4,1,1,0,0
1184,17,0,27,1,15710,229,0,76,2,1,1,0,706.95
1185,0,0,30,1,6600,107,259,29,2,2,1,0,413.55
1186,0,0,32,0,3353,73,0,24,2,1,1,0,150.885
1187,0,0,31,0,1300,35,26,16,3,1,2,0,46.8
1188,0,0,32,0,2415,44,163,19,2,1,1,0,182.025
1189,0,0,23,0,950,27,181,7,2,2,1,0,124.2
1190,0,0,22,0,1203,30,18,64,4,1,1,0,20.745
1191,3,0,23,0,335,16,0,3,2,1,2,0,15.075
1192,0,0,22,0,0,0,9,0,4,1,2,0,1.35
1193,2,0,21,0,860,23,7,9,2,1,1,0,41.85
1194,0,0,21,0,2860,52,0,19,3,1,1,0,85.8
1195,0,0,14,0,1330,17,16,10,2,1,1,0,67.05
1196,8,0,13,0,6028,132,73,38,1,2,1,0,405.48
1197,4,0,11,0,8568,162,61,36,4,1,1,0,137.67
1198,0,0,12,1,2488,36,19,15,3,1,1,0,80.34
1199,0,0,5,0,4025,31,203,6,3,1,1,0,181.65
1200,0,1,5,0,1123,10,0,3,2,1,2,1,50.535
1201,4,0,40,0,4145,67,8,19,2,1,1,0,190.125
1202,0,0,41,0,93,1,10,6,2,1,2,0,8.685
1203,6,0,39,0,2228,56,362,26,2,1,1,0,263.16
1204,6,0,40,0,3973,62,4,37,2,1,1,0,180.585
1205,0,0,40,0,2168,54,5,35,1,1,1,0,133.08
1206,7,0,40,1,3550,78,35,30,3,1,1,0,117
1207,0,0,40,0,2135,35,288,20,3,1,1,0,150.45
1208,9,0,39,2,8890,117,147,45,3,1,1,0,310.8
1209,3,0,40,0,13548,165,3,46,3,1,1,0,407.34
1210,3,0,40,1,4290,79,5,27,3,1,1,0,130.2
1211,2,0,40,0,5693,91,10,14,2,1,1,0,260.685
1212,5,0,40,0,2013,50,11,19,3,1,2,0,63.69
1213,21,0,40,3,14915,221,57,34,3,1,1,0,464.55
1214,0,0,40,1,2870,23,486,10,3,1,1,0,231.9
1215,5,0,39,0,15260,178,153,32,2,1,1,0,755.55
1216,0,0,39,1,6275,82,189,28,3,1,1,0,244.95
1217,0,0,39,0,650,10,3,13,2,1,2,0,30.6
1218,0,0,40,0,485,10,16,10,2,1,2,0,29.025
1219,0,0,39,0,0,0,3,0,2,1,2,1,1.35
1220,0,0,39,0,7283,123,387,45,2,1,1,0,501.885
1221,3,0,39,1,11240,150,14,49,3,1,1,0,341.4
1222,4,0,39,1,6493,71,111,39,2,1,1,0,342.135
1223,19,0,35,0,730,43,19,19,2,1,2,1,41.4
1224,17,0,38,8,10210,89,4,44,4,2,1,0,153.75
1225,9,0,38,1,5593,94,29,26,2,1,1,1,264.735
1226,0,0,36,0,2615,18,3,16,3,1,1,0,79.35
1227,5,1,37,0,2765,37,12,18,2,1,2,1,129.825
1228,5,0,38,0,2043,40,37,33,3,1,2,1,72.39
1229,0,0,38,0,0,0,3,0,3,1,2,1,0.9
1230,0,0,38,0,1443,21,3,8,3,1,1,0,44.19
1231,0,0,35,1,6560,93,17,24,4,1,1,0,100.95
1232,0,1,38,0,403,3,12,6,4,1,2,1,7.845
1233,0,0,38,1,0,0,7,0,5,1,1,0,0.35
1234,21,0,33,3,15850,234,3,82,2,1,1,0,714.6
1235,2,0,36,3,6740,112,274,35,2,2,1,0,426.6
1236,0,0,38,0,3493,78,5,30,2,1,1,0,159.435
1237,0,0,37,0,1440,40,41,22,3,1,2,0,55.5
1238,2,0,38,0,2555,49,178,25,2,1,1,0,195.075
1239,0,0,29,1,1090,32,196,13,2,2,1,0,137.25
1240,0,0,28,0,1343,35,33,70,4,1,1,0,25.095
1241,7,0,29,0,475,21,13,9,2,1,2,0,27.225
1242,0,0,28,0,600,6,24,5,4,1,2,0,12.6
1243,6,0,27,0,1000,28,22,15,2,1,1,0,54.9
1244,0,0,27,0,3000,57,11,25,3,1,1,0,93.3
1245,0,0,20,0,1470,22,31,16,2,1,1,0,80.1
1246,12,0,19,1,6168,137,88,44,1,2,1,0,422.88
1247,8,0,17,0,8708,167,76,42,4,1,1,0,142.02
1248,4,0,18,3,2628,41,34,21,3,1,1,0,89.04
1249,0,0,11,1,4165,36,218,12,3,1,1,0,190.35
1250,0,1,11,1,1263,15,3,9,3,1,1,1,38.79
1251,2,0,32,0,3985,63,0,11,2,1,1,0,179.325
1252,0,0,33,0,0,0,0,0,2,1,2,0,0
1253,4,0,31,0,2068,52,342,18,2,1,1,0,246.96
1254,4,0,32,0,3813,58,0,29,1,1,1,0,228.78
1255,0,0,32,0,2008,50,0,27,1,1,1,0,120.48
1256,5,0,32,0,3390,74,15,22,2,1,1,0,159.3
1257,0,0,32,0,1975,31,268,12,3,1,1,0,139.65
1258,7,0,31,0,8730,113,127,37,3,1,1,0,300
1259,1,0,32,0,13388,161,0,38,3,1,1,0,401.64
1260,1,0,32,0,4130,75,0,19,3,1,1,0,123.9
1261,0,0,32,0,5533,87,0,6,2,1,1,0,248.985
1262,3,0,32,0,1853,46,0,11,3,1,2,0,55.59
1263,19,0,32,1,14755,217,37,26,3,1,1,0,453.75
1264,0,0,32,0,2710,19,466,2,3,1,1,0,221.1
1265,3,0,31,0,15100,174,133,24,2,1,1,0,739.35
1266,0,0,31,0,6115,78,169,20,3,1,1,0,234.15
1267,0,0,31,0,490,6,0,5,2,1,2,0,22.05
1268,0,0,32,0,325,6,0,2,2,1,2,0,14.625
1269,0,0,31,0,0,0,0,0,2,1,2,1,0
1270,0,0,31,0,7123,119,367,37,2,1,1,0,485.685
1271,1,0,31,0,11080,146,0,41,3,1,1,0,332.4
1272,2,0,31,0,6333,67,91,31,2,1,1,0,325.935
1273,17,0,27,0,570,39,0,11,2,1,2,1,25.65
1274,15,0,30,6,10050,85,0,36,4,1,1,0,150.75
1275,7,0,30,0,5433,90,9,18,2,1,1,1,248.535
1276,0,0,28,0,2455,14,0,8,3,1,1,0,73.65
1277,3,1,29,0,2605,33,0,10,2,1,2,1,117.225
1278,3,0,30,0,1883,36,17,25,3,1,2,1,61.59
1279,0,0,30,0,0,0,0,0,2,1,2,1,0
1280,0,0,30,0,1283,17,0,5,3,1,1,0,38.49
1281,0,0,27,0,6400,89,0,16,4,1,1,0,96
1282,0,1,30,0,0,0,0,0,4,1,2,1,0
1283,0,0,30,0,0,0,0,0,4,1,1,0,0
1284,19,0,25,1,15690,230,0,74,2,1,1,0,706.05
1285,0,0,28,1,6580,108,254,27,2,2,1,0,410.4
1286,0,0,30,0,3333,74,0,22,2,1,1,0,149.985
1287,0,0,29,0,1280,36,21,14,3,1,2,0,44.7
1288,0,0,30,0,2395,45,158,17,2,1,1,0,178.875
1289,0,0,21,0,930,28,176,5,2,2,1,0,121.05
1290,0,0,20,0,1183,31,13,62,4,1,1,0,19.695
1291,5,0,21,0,315,17,0,1,2,1,2,0,14.175
1292,0,0,20,0,0,0,4,0,4,1,2,0,0.6
1293,4,0,19,0,840,24,2,7,2,1,1,0,38.7
1294,0,0,19,0,2840,53,0,17,3,1,1,0,85.2
1295,0,0,12,0,1310,18,11,8,2,1,1,0,63.9
1296,10,0,11,0,6008,133,68,36,1,2,1,0,401.28
1297,6,0,9,0,8548,163,56,34,4,1,1,0,136.62
1298,2,0,10,1,2468,37,14,13,3,1,1,0,78.24
1299,0,0,3,0,4005,32,198,4,3,1,1,0,179.55
1300,0,0,3,0,1103,11,0,1,2,1,1,1,49.635
1301,8,0,42,0,4325,75,13,21,3,1,1,0,133.65
1302,0,0,43,0,273,9,15,8,2,1,2,0,19.035
1303,10,0,41,0,2408,64,367,28,3,1,1,0,182.34
1304,10,0,42,0,4153,70,9,39,1,1,1,0,254.58
1305,3,0,42,0,2348,62,10,37,1,1,1,0,146.88
1306,11,0,42,1,3730,86,40,32,3,1,1,0,123.9
1307,4,0,42,0,2315,43,293,22,3,1,1,0,157.35
1308,13,0,41,2,9070,125,152,47,3,1,1,0,317.7
1309,7,0,42,0,13728,173,8,48,3,1,1,0,414.24
1310,7,0,42,1,4470,87,10,29,3,1,1,0,137.1
1311,6,0,42,0,5873,99,15,16,3,1,1,0,180.69
1312,9,1,42,0,2193,58,16,21,3,1,2,0,70.59
1313,25,0,42,3,15095,229,62,36,3,1,1,0,471.45
1314,4,0,42,1,3050,31,491,12,3,1,1,0,238.8
1315,9,0,41,0,15440,186,158,34,2,1,1,0,765.9
1316,3,0,41,1,6455,90,194,30,3,1,1,0,251.85
1317,0,0,41,0,830,18,8,15,2,1,2,0,40.95
1318,2,0,42,0,665,18,21,12,3,1,2,0,26.25
1319,0,0,41,0,0,0,8,0,2,1,2,1,3.6
1320,3,0,41,0,7463,131,392,47,2,1,1,0,512.235
1321,7,0,41,1,11420,158,19,51,4,1,1,0,174.15
1322,8,0,41,1,6673,79,116,41,2,1,1,0,352.485
1323,23,1,37,0,910,51,24,21,2,1,2,1,51.75
1324,21,1,40,8,10390,97,9,46,5,2,1,0,52.4
1325,13,0,40,1,5773,102,34,28,2,1,1,0,275.085
1326,1,0,38,0,2795,26,8,18,3,1,1,0,86.25
1327,9,1,39,0,2945,45,17,20,3,1,2,1,93.45
1328,9,0,40,0,2223,48,42,35,3,1,2,1,79.29
1329,0,0,40,0,88,6,8,6,3,1,2,1,5.04
1330,1,0,40,0,1623,29,8,10,3,1,1,0,51.09
1331,3,0,37,1,6740,101,22,26,5,1,1,0,34.8
1332,0,1,40,0,583,11,17,8,4,1,2,1,11.295
1333,0,0,40,1,293,8,12,6,5,1,1,0,2.065
1334,25,0,35,3,16030,242,8,84,2,1,1,0,724.95
1335,6,0,38,3,6920,120,279,37,2,2,1,0,436.95
1336,2,0,40,0,3673,86,10,32,2,1,1,0,169.785
1337,3,0,39,0,1620,48,46,24,3,1,2,0,62.4
1338,6,0,40,0,2735,57,183,27,2,1,1,0,205.425
1339,4,0,31,1,1270,40,201,15,2,2,1,0,147.6
1340,4,0,30,0,1523,43,38,72,4,1,1,0,28.545
1341,11,0,31,0,655,29,18,11,2,1,2,0,37.575
1342,0,0,30,0,780,14,29,7,4,1,2,0,16.05
1343,10,0,29,0,1180,36,27,17,2,1,1,0,65.25
